ctmsId,externalId,namespace,contentType,createdAt,sourceLanguage,sourceText,targetLanguage,enReferenceTranslation,targetText,contentId,translationProvider,productViewCount,productRevenue,productURL,Evaluation,Root Cause,Comment
product-core_content-description_862838460_35,862838460_35,product-core,content-description,2025-03-02 08:54:06.010462 UTC,tr-tr,SKECHERS SUMMITS,ar-ae,Skechers summits,أيام السبت سكيتشرز,862838460,Alibaba,272426.0,31141,https://www.trendyol.com/ar/pname-p-862838460,Evaluation Blocked,,Arabic translation is way off. The productURL is not even for the same product.
product-core_content-description_862230958_35,862230958_35,product-core,content-description,2025-03-02 01:08:38.567851 UTC,tr-tr,NIKE REVOLUTION 7,ar-ae,Nike revolution 7,نايكي ريفولوشن 7,862230958,Alibaba,262446.0,53922,https://www.trendyol.com/ar/pname-p-862230958,Not OK,,Arabic text doesn't explain what the product actually is.
product-core_content-description_734243585_35,734243585_35,product-core,content-description,2025-03-02 06:38:29.005471 UTC,tr-tr,adidas Sportswear Campus 00S Unisex Spor Ayakkabı,ar-ae,Adidas sportswear campus 00s unisex sneakers,حذاء رياضي أديداس سبورتسوير كامبัส 00S للجنسين,734243585,Alibaba,248689.0,49597,https://www.trendyol.com/ar/pname-p-734243585,OK,,
product-core_content-description_893361852_35,893361852_35,product-core,content-description,2025-01-20 14:50:47.415308 UTC,tr-tr,FTR Wave PUMA Navy-PUMA White-Vivid Blue,ar-ae,Ftr wave puma navy-puma white-vivid blue,FTR Wave PUMA Navy-PUMA أبيض لامع أزرق,893361852,Alibaba,230678.0,7574,https://www.trendyol.com/ar/pname-p-893361852,Not OK,,Arabic text doesn't explain what the product actually is.
product-core_content-description_892011723_35,892011723_35,product-core,content-description,2025-01-15 10:33:31.527392 UTC,tr-tr,W NIKE COURT VISION LO VDAY WHITE/TEAM RED-ADOBE-DRAGON RED,ar-ae,W nike court vision lo vday white/team red-adobe-dragon red,W NIKE COURT VISION LO VDAY WHITE/TEAM RED-ADOBE-DRAGON RED,892011723,Alibaba,227582.0,34033,https://www.trendyol.com/ar/pname-p-892011723,OK,,
product-core_content-description_52485786_35,52485786_35,product-core,content-description,2025-02-28 17:03:03.066290 UTC,tr-tr,Explore Max Outdoor Lacivert Erkek Bot,ar-ae,Explore max outdoor navy blue men's boot,اكتشف ماكس أحذية رجالية باللون الأزرق الداكن للاستخدام الخارجي,52485786,Alibaba,222329.0,39931,https://www.trendyol.com/ar/pname-p-52485786,Evaluation Blocked,,"""Explore max"" is translated litereally.
 Most importantly. The productURL is for another different product completely."
product-core_content-description_893361816_35,893361816_35,product-core,content-description,2025-01-20 14:50:23.768555 UTC,tr-tr,Puma 9-T PUMA White-Mauve Mist-Alpine Sn,ar-ae,Puma 9-t puma white-mauve mist-alpine sn,Puma 9-T PUMA White-Mauve Mist-Alpine Sn,893361816,Alibaba,219177.0,41383,https://www.trendyol.com/ar/pname-p-893361816,Evaluation Blocked,,
product-core_content-description_458839083_35,458839083_35,product-core,content-description,2025-03-02 06:36:56.568130 UTC,tr-tr,Puma Erkek Sneaker Ayakkabı PUMA Smash 3.0 39098401,ar-ae,Puma men's sneaker shoe puma smash 3.0 39098401,حذاء سنيكرز للرجال من بوما بوما سماش 3.0 39098401,458839083,Alibaba,210843.0,3886,https://www.trendyol.com/ar/pname-p-458839083,OK,,
product-core_content-description_838693091_35,838693091_35,product-core,content-description,2025-02-28 15:49:31.309845 UTC,tr-tr,Puma Club ii Era Erkek Sneaker,ar-ae,Puma club ii era men's sneaker,حذاء سنيكرز للرجال من نادي بوما الثاني,838693091,Alibaba,191680.0,18390,https://www.trendyol.com/ar/pname-p-838693091,Evaluation Blocked,,"""club ii era"" shouldn't be translated as it is the model name."
product-core_content-description_893361813_35,893361813_35,product-core,content-description,2025-01-20 14:50:11.793947 UTC,tr-tr,FTR Wave PUMA Black-PUMA White-PUMA Blac,ar-ae,Ftr wave puma black-puma white-puma black,FTR Wave PUMA أسود-PUMA أبيض-PUMA أسود,893361813,Alibaba,185038.0,48024,https://www.trendyol.com/ar/pname-p-893361813,Not OK,,Arabic text doesn't explain what the product actually is.
product-core_content-description_862838195_35,862838195_35,product-core,content-description,2025-03-02 09:29:36.542945 UTC,tr-tr,SKECHERS BOBS VENOM,ar-ae,Skechers bobs venom,سكيتشرز بوبس فينوم,862838195,Alibaba,183822.0,50688,https://www.trendyol.com/ar/pname-p-862838195,Not OK,,Arabic text doesn't explain what the product actually is.
product-core_content-description_832140130_35,832140130_35,product-core,content-description,2025-03-01 20:58:55.823210 UTC,tr-tr,Marıon 1pr Kadın Outdoor,ar-ae,Marion 1pr Women's Outdoor,ماريون 1pr للنساء في الهواء الطلق,832140130,Alibaba,178006.0,30732,https://www.trendyol.com/ar/pname-p-832140130,Not OK,,"Arabic text doesn't explain what the product actually is.
product-core_content-description_828497954_35,828497954_35,product-core,content-description,2025-03-01 15:07:49.032377 UTC,tr-tr,Adidas Kadın Koşu ve Antreman Ayakkabısı RUNFALCON 5 W IE8823,ar-ae,Adidas women's running and training shoes Runfalcon 5 w ie8823,حذاء أديداس للجري والتدريب للنساء رونفالكون 5 دبليو IE8823,828497954,Alibaba,173291.0,90170,https://www.trendyol.com/ar/pname-p-828497954,Not OK,,"""Runfalcon 5 w"""
product-core_content-description_894030150_35,894030150_35,product-core,content-description,2025-01-22 08:41:52.096137 UTC,tr-tr,GO RUN ELEVATE,ar-ae,Go run elevate,اذهب للعب المستوى,894030150,Alibaba,171218.0,45894,https://www.trendyol.com/ar/pname-p-894030150,Evaluation Blocked,,Literal translation of the model name
product-core_content-description_772267785_35,772267785_35,product-core,content-description,2025-03-01 16:09:19.591868 UTC,tr-tr,Adidas Erkek Koşu Ve Antreman Ayakkabısı RESPONSE RUNNER U ID7337,ar-ae,Adidas men's running and training shoes Response runner u id7337,حذاء أديداس للجري والتدريب للرجال رد العداء U ID7337,772267785,Alibaba,167365.0,54203,https://www.trendyol.com/ar/pname-p-772267785,Evaluation Blocked,,Literal translation of the model name
product-core_content-description_892011741_35,892011741_35,product-core,content-description,2025-01-15 10:33:31.733746 UTC,tr-tr,W NIKE COURT VISION LO PHANTOMPSYCHICBLUE-LTBONE-DIFFUSEDBL,ar-ae,W nike court vision lo phantompsychicblue-ltbone-diffusedbl,W NIKE COURT VISION LO PHANTOMPSYCHICBLUE-LTBONE-DIFFUSEDBL,892011741,Alibaba,164079.0,73502,https://www.trendyol.com/ar/pname-p-892011741,Evaluation Blocked,,
product-core_content-description_892011736_35,892011736_35,product-core,content-description,2025-01-15 10:33:31.744874 UTC,tr-tr,NIKE COURT VISION LO NA12 SANDDRIFTSAIL-HEMP,ar-ae,Nike court vision lo na12 sanddriftsail-hemp,نايكي كورت فيجن لو NA12 SANDDRIFTSAIL-HEMP,892011736,Alibaba,160957.0,5190,https://www.trendyol.com/ar/pname-p-892011736,OK,,
product-core_content-name_747594458_35,747594458_35,product-core,content-name,2025-03-04 20:58:39.643552 UTC,tr-tr,Kiliseli Etek,ar-ae,Church Skirt,تنورة الكنيسة,747594458,Alibaba,980158.0,56050,https://www.trendyol.com/ar/pname-p-747594458,Evaluation Blocked,تنورة رسمية / تنورة أنيقة / تنورة محتشمة,"Literal translation is not acceptable here specially in the Gulf Countries. Alternatives:
product-core_content-name_750275724_35,750275724_35,product-core,content-name,2025-02-21 09:49:59.981981 UTC,tr-tr,1627 Model Yaka Bağcıklı Bej Tesettür Elbise,ar-ae,1627 Model Collar Lace-Up Beige Hijab Dress,1627 نموذج طية صدر السترة الدانتيل يصل اللباس الحجاب البيج,750275724,Alibaba,599744.0,57588,https://www.trendyol.com/ar/pname-p-750275724,Evaluation Blocked,فستان للمحجبات بقبة ذات رباط بلون بيج موديل 1627,Arabic text is not understandable at all.
product-core_content-name_365597985_35,365597985_35,product-core,content-name,2025-03-04 20:51:59.684334 UTC,tr-tr,2f Tracky Kadın Sneaker - 2pr Pack,ar-ae,2F Tracky Women's Sneaker - 2Pr Pack,حذاء رياضي نسائي 2f Tracky - عبوة من قطعتين,365597985,Alibaba,561711.0,16651,https://www.trendyol.com/ar/pname-p-365597985,OK,,
product-core_content-name_757146395_35,757146395_35,product-core,content-name,2025-03-04 20:57:50.540771 UTC,tr-tr,U.S. POLO ASSN. SORLEY PU KADIN SNEAKER AYAKKABI,ar-ae,US POLO ASSNSORLEY PU Women's SNEAKER SHOES,يو اس بولو اسنحذاء رياضي نسائي من SORLEY PU,757146395,Alibaba,427571.0,45090,https://www.trendyol.com/ar/pname-p-757146395,Not OK,حذاء رياضي نسائي مصنوع من البولي يوريثين بموديل سورلي من US POLO ASSN,
product-core_content-name_803544815_35,803544815_35,product-core,content-name,2025-03-17 14:23:27.341224 UTC,tr-tr,Beyaz Unisex Milenio Tech Club Lacivet 39232205,ar-ae,White Unisex Milenio Tech Club Navy Blue 39232205,أبيض للجنسين Milenio Tech Club أزرق داكن 39232205,803544815,Alibaba,363911.0,63273,https://www.trendyol.com/ar/pname-p-803544815,Not OK,حذاء رياضي للجنسين بتفاصيل ذات لون أزرق داكن بموديل ميلينيو تيك 39232205,
product-core_content-name_885622634_35,885622634_35,product-core,content-name,2025-02-07 20:20:25.639036 UTC,tr-tr,Pembe Düz Dokuma Şifon Maxi Abiye & Mezuniyet Elbisesi,ar-ae,Pink Plain Woven Chiffon Maxi Evening & Homecoming Dress,فستان سهرة طويل من الشيفون المنسوج باللون الوردي وحفلات العودة للوطن,885622634,Alibaba,360941.0,29021,https://www.trendyol.com/ar/pname-p-885622634,Evaluation Blocked,فستان طويل للسهرة والحفلات من الشيفون المنسوج باللون الوردي,
product-core_content-name_975624_35,975624_35,product-core,content-name,2025-03-03 18:30:27.028687 UTC,tr-tr,Roma Basic35357211 Modellik Ayakkabı,ar-ae,Roman Basic 35357211   Modeling Shoes,الرومانية الأساسية 35357211   أحذية النمذجة,975624,Alibaba,303441.0,11583,https://www.trendyol.com/ar/pname-p-975624,Evaluation Blocked,حذاء بتصميم أساسي بموديل روما 35357211,
