ctmsId,externalId,namespace,contentType,createdAt,sourceLanguage,sourceText,targetLanguage,enReferenceTranslation,targetText,contentId,translationProvider,productViewCount,productRevenue,productURL,Evaluation,Root Cause,Comment
prod-qna_prod-qna_42713792_259969819_q,42713792_259969819_q,prod-qna,prod-qna,2025-02-15 22:10:14.853683 UTC,tr-tr,makineye atıp yıkanıemı acaba?,ar-ae,Can I put it in the machine and wash it?,هل يمكنني وضعه في الغسالة وغسله؟,42713792,Alibaba,7791202.0,86599,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_267067807_a,42713792_267067807_a,prod-qna,prod-qna,2024-11-19 12:29:49.366732 UTC,tr-tr,"Merhaba, ürün topuk boy ölçüsü 5 cm'dir. İlginiz için teşekkür ederiz.",ar-ae,"Hello, the product heel size is 5 cm. Thank you for your attention.",مرحباً، مقاس كعب المنتج 5 سم. شكرا لك على اهتمامك.,42713792,Alibaba,7791202.0,69334,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_298561851_a,42713792_298561851_a,prod-qna,prod-qna,2025-03-12 16:23:46.850495 UTC,tr-tr,"Merhaba, ürün günlük kullanım için uygundur, ilginiz için teşekkür ederiz.",ar-ae,"Hello, the product is suitable for daily use, thank you for your interest.",مرحباً، المنتج مناسب للاستخدام اليومي، شكراً لاهتمامك.,42713792,Alibaba,7791202.0,68727,https://www.trendyol.com/ar/pname-p-42713792,Ideal,,
prod-qna_prod-qna_42713792_263057769_a,42713792_263057769_a,prod-qna,prod-qna,2025-02-14 22:55:18.088457 UTC,tr-tr,"Merhaba bakmış olduğunuz ürün uzunları şu şekildedir;  35 numara 22,5 cm' dir. 36 numara 23 cm'dir. 37 numara 23,5 cm'dir. 38 numara 24,3 cm'dir. 39 numara 25 cm'dir. 40 numara  25,5 cm'dir. 41 numara 26 cm'dir. 42 numara  26,8 cm'dir. 43 numara  27,3 cm'dir. 44 numara  27,8 cm'dir. 45 numara  28,5 cm'dir. 46 numara 29 cm'dir. 47 numara 29,7 cm'dir. Keyifli alışverişler dileriz.",ar-ae,"Hello, the lengths of the product you are looking at are as follows; Number 35 is 22.5 cm. Size 36 is 23 cm. Size 37 is 23.5 cm. Size 38 is 24.3 cm. Size 39 is 25 cm. Size 40 is 25.5 cm. Size 41 is 26 cm. Size 42 is 26.8 cm. Size 43 is 27.3 cm. Size 44 is 27.8 cm. Size 45 is 28.5 cm. Size 46 is 29 cm. Size 47 is 29.7 cm. We wish you pleasant shopping.",مرحبًا، أطوال المنتج التي تنظر إليها هي كما يلي؛ مقاس 35 هو 22.5 سم. مقاس 36 هو 23 سم. مقاس 37 هو 23.5 سم. مقاس 38 هو 24.3 سم. مقاس 39 هو 25 سم. مقاس 40 هو 25.5 سم. مقاس 41 هو 26 سم. مقاس 42 هو 26.8 سم. مقاس 43 هو 27.3 سم. مقاس 44 هو 27.8 سم. مقاس 45 هو 28.5 سم. مقاس 46 هو 29 سم. مقاس 47 هو 29.7 سم. نتمنى لكم تسوقاً ممتعاً.,42713792,Alibaba,7791202.0,81859,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_267844671_a,42713792_267844671_a,prod-qna,prod-qna,2024-11-22 08:13:12.050664 UTC,tr-tr,"Merhaba, ürün yumuşakdır. İlginiz için teşekkür ederiz.",ar-ae,"Hello, the product is soft. Thank you for your attention.",مرحبا، المنتج ناعم. شكرا لك على اهتمامك.,42713792,Alibaba,7791202.0,71987,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_259023888_q,42713792_259023888_q,prod-qna,prod-qna,2025-02-14 22:55:17.802137 UTC,tr-tr,Selamlar hayirli isler sorum sudur kaucuk tabanmi lpastik tabanmi,ar-ae,"Greetings, good work, my question is water, rubber sole or plastic sole.",تحياتي، عمل جيد، سؤالي هو الماء، نعل مطاطي أم نعل بلاستيكي؟,42713792,Alibaba,7791202.0,52427,https://www.trendyol.com/ar/pname-p-42713792,Evaluation Blocked,,"The Problem is with the English translation in the first place. The English text says ""is water"" which is mistranslated for the Turkish ""sudur"" that was supposed to be translated ""is this"". I translated the Turkish text using Google Translate to understand what it means."
prod-qna_prod-qna_42713792_299014330_a,42713792_299014330_a,prod-qna,prod-qna,2025-03-14 18:37:28.755514 UTC,tr-tr,"Merhaba, ilgili ürün için sipariş verdiyseniz, tahmini teslimat tarihini ''Hesabım-Siparişlerim'' alanından ilgili ürün için ''Tahmini Kargoya Teslim'' alanından tarihini kontrol edebilirsiniz. Eğer sipariş vermediyseniz, ürünü sepetinize eklediğinizde ürün görselinin sağında tahmini kargoya verilme süresine dair bilgilendirmeye ulaşabilirsiniz. Keyifli alışverişler dileriz.",ar-ae,"Hi, if you ordered for corresponding item, check estimated delivery date in ''My Account-Shipping'' area for item. If not ordered, add it to cart and get estimated shipping time right of item image. We wish you pleasant shopping.","مرحبًا، إذا طلبت المنتج ذي الصلة، يمكنك التحقق من تاريخ التسليم المقدر في منطقة ""حساب الشحن المقدر"" الخاصة بالمنتج. إذا لم تقم بالطلب، يمكنك الحصول على وقت الشحن المقدر على يمين صورة المنتج عند إضافته إلى سلة التسوق الخاصة بك. نتمنى لكم تسوقاً ممتعاً.",42713792,Alibaba,7791202.0,71901,https://www.trendyol.com/ar/pname-p-42713792,Not OK,,"The Problem is with the English translation in the first place. The English text says ""My Account-Shipping"". That area doesn't exist for the customer. It should've been ""Account - My orders"". The Arabic text in this situation doesn't make sense and isn't understandable. I translated the Turkish text using Google Translate to understand what it means."
prod-qna_prod-qna_42713792_300725793_a,42713792_300725793_a,prod-qna,prod-qna,2025-03-18 08:37:08.897884 UTC,tr-tr,"Merhaba, ilgili ürün için sipariş verdiyseniz, tahmini teslimat tarihini ''Hesabım-Siparişlerim'' alanından ilgili ürün için ''Tahmini Kargoya Teslim'' alanından tarihini kontrol edebilirsiniz. Eğer sipariş vermediyseniz, ürünü sepetinize eklediğinizde ürün görselinin sağında tahmini kargoya verilme süresine dair bilgilendirmeye ulaşabilirsiniz. Platformumuzdaki arama kısmına bulmak istediğiniz ürünü yazıp ekranın sol tarafında bulunan filtreleri kullanarak istediğiniz ürünü inceleyebilirsiniz. Aradığınız ürünün stoklarımızda mevcut olması halinde sipariş verebilirsiniz. Keyifli alışverişler dileriz.",ar-ae,"Hi, if you ordered for corresponding item, check estimated delivery date in ''My Account-Shipping'' area for item. If not ordered, add it to cart and get estimated shipping time right of item image. Type in search on our platform and review using filters on left of screen. You can order if the product you are looking for is in stock. We wish you pleasant shopping.","مرحبًا، إذا طلبت المنتج ذي الصلة، يمكنك التحقق من تاريخ التسليم المقدر في منطقة ""حساب الشحن المقدر"" الخاصة بالمنتج. إذا لم تقم بالطلب، يمكنك الحصول على وقت الشحن المقدر على يمين صورة المنتج عند إضافته إلى سلة التسوق الخاصة بك. اكتب العنصر الذي تريده على منصتنا واستخدم المرشحات الموجودة على الجانب الأيسر من الشاشة. يمكنك الطلب إذا كان المنتج الذي تبحث عنه متوفرًا في المخزون. نتمنى لكم تسوقاً ممتعاً.",42713792,Alibaba,7791202.0,11665,https://www.trendyol.com/ar/pname-p-42713792,Not OK,,Same sentence as above.
prod-qna_prod-qna_42713792_264586183_a,42713792_264586183_a,prod-qna,prod-qna,2024-11-11 09:40:15.704805 UTC,tr-tr,"Merhaba, bu bilgiye şu an için ulaşamıyoruz fakat sorduğunuz soruyu tedarikçimize ilettik, yanıt gelir gelmez en kısa sürede cevabımızı güncelleyeceğiz. Dönüşümüzü beklemenizi önerir, ilginiz için teşekkür ederiz.",ar-ae,"Hello, we cannot access this information at the moment, but we have forwarded the question you asked to our supplier, we will update our answer as soon as we receive an answer. Suggest you wait for our return, thank you for your interest.",مرحبًا، لا يمكننا الوصول إلى هذه المعلومات في الوقت الحالي، ولكننا قمنا بإرسال السؤال الذي طرحته إلى المورد، وسوف نقوم بتحديث إجابتنا في أقرب وقت ممكن. يقترح عليك الانتظار لعودتنا، شكرا لاهتمامك.,42713792,Alibaba,7791202.0,96430,https://www.trendyol.com/ar/pname-p-42713792,Not OK,,"The Problem is with the English translation in the first place. The English text says ""Suggest you wait for our return"" which is supposed to be translated ""We recommend that you wait for our response"". I translated the Turkish text using Google Translate to understand what it means."
prod-qna_prod-qna_42713792_259969819_a,42713792_259969819_a,prod-qna,prod-qna,2025-02-15 22:10:14.950395 UTC,tr-tr,"Merhabalar, Ürünü makinede yıkamamanızı tavsiye ekmekteyiz. Dilerseniz ayakkabı temizleyicileriyle ürün temizliği sağlayabilirsiniz. İyi günler dileriz.",ar-ae,"Hello, we recommend that you do not wash the product in the machine. If you wish, you can clean the product with shoe cleaners. We wish you a nice day.",مرحبًا، ننصحك بعدم غسل المنتج في الغسالة. إذا كنت ترغب في ذلك، يمكنك تنظيف المنتج باستخدام منظفات الأحذية. نتمنى لكم يوما جميلا.,42713792,Alibaba,7791202.0,45389,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_268492805_a,42713792_268492805_a,prod-qna,prod-qna,2024-11-24 20:19:31.403113 UTC,tr-tr,"Merhaba, platformumuzdaki arama kısmına bulmak istediğiniz ürünü yazıp ekranın sol tarafında bulunan filtreleri kullanarak istediğiniz ürünü inceleyebilirsiniz. Aradığınız ürünün stoklarımızda mevcut olması halinde sipariş verebilirsiniz. Keyifli alışverişler dileriz.",ar-ae,"Hello, you can type in the search section on our platform and review the product you want using filters on the left side of the screen. You can order if the product you are looking for is in stock. We wish you pleasant shopping.",مرحبًا، يمكنك كتابة المنتج الذي تريده في البحث على منصتنا ومراجعة المنتج باستخدام المرشحات الموجودة على الجانب الأيسر من الشاشة. يمكنك الطلب إذا كان المنتج الذي تبحث عنه متوفرًا في المخزون. نتمنى لكم تسوقاً ممتعاً.,42713792,Alibaba,7791202.0,73457,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_270419253_q,42713792_270419253_q,prod-qna,prod-qna,2025-02-14 22:55:17.574427 UTC,tr-tr,urunu almistim urunu camasir makinasinda yikasak bi deformasyon vs olurmu,ar-ae,I bought the product in the washing machine Will there be any deformation etc. if we wash it?,لقد اشتريت المنتج، المنتج موجود في الغسالة هل سيكون هناك أي تشوه وما إلى ذلك إذا غسلناه؟,42713792,Alibaba,7791202.0,7473,https://www.trendyol.com/ar/pname-p-42713792,OK,,English text is a problem.
prod-qna_prod-qna_42713792_266689279_a,42713792_266689279_a,prod-qna,prod-qna,2024-11-18 08:13:25.543916 UTC,tr-tr,"Merhaba, ilginiz için teşekkür ederiz. Ürünlerimizin stokları belirli aralıklarla güncellenmektedir.  ""Gelince Haber Ver"" özelliğini kullanarak stoklar yenilendiğinde haberdar olabilir, ürünü favorilerinize ekleyerek takip edebilirsiniz. Keyifli alışverişler dileriz.",ar-ae,"Hello, thank you for your interest. The stocks of our products are updated at regular intervals.  You can be notified when stocks are renewed using ""Notify me when it arrives"", follow up by adding it to your favorites. We wish you pleasant shopping.","مرحبا، شكرا لاهتمامك. يتم تحديث مخزون منتجاتنا على فترات منتظمة.  يمكنك إعلامك عند تجديد المخزون باستخدام ميزة ""أخطرني عند وصوله""، ومتابعة المنتج إلى المفضلة لديك. نتمنى لكم تسوقاً ممتعاً.",42713792,Alibaba,7791202.0,18343,https://www.trendyol.com/ar/pname-p-42713792,Not OK,"""متابعة المنتج إلى المفضلة لديك"" 
 
 الاطّلاع على تحديثات المنتج بإضافته إلى قائمة مفضلاتك.",follow up by adding it to your favorites
prod-qna_prod-qna_42713792_288797296_a,42713792_288797296_a,prod-qna,prod-qna,2025-02-04 14:56:51.767353 UTC,tr-tr,"Merhaba, Silerek temizleyebilirsiniz. Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.  İlginiz için teşekkür ederiz.",ar-ae,"Hello, you can clean it by wiping it. Please check the product label for detailed care instructions. Thank you for your attention.",أهلاً بك، يمكنك تنظيفه بالمسح. يرجى التحقق من ملصق المنتج للحصول على تعليمات العناية التفصيلية. شكرا لك على اهتمامك.,42713792,Alibaba,7791202.0,1166,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_264271631_a,42713792_264271631_a,prod-qna,prod-qna,2024-11-10 08:37:31.484895 UTC,tr-tr,"Merhaba, platformumuzdaki arama kısmına bulmak istediğiniz ürünü yazıp ekranın sol tarafında bulunan filtreleri kullanarak istediğiniz ürünü inceleyebilirsiniz. Aradığınız ürünün stoklarımızda mevcut olması halinde sipariş verebilirsiniz. Ürün günlük kullanım için uygundur. Keyifli alışverişler dileriz.",ar-ae,"Hello, you can type in the search section on our platform and review the product you want using filters on the left side of the screen. You can order if the product you are looking for is in stock. The product is suitable for daily use. We wish you pleasant shopping.",مرحبًا، يمكنك كتابة المنتج الذي تريده في البحث على منصتنا ومراجعة المنتج باستخدام المرشحات الموجودة على الجانب الأيسر من الشاشة. يمكنك الطلب إذا كان المنتج الذي تبحث عنه متوفرًا في المخزون. المنتج مناسب للاستخدام اليومي. نتمنى لكم تسوقاً ممتعاً.,42713792,Alibaba,7791202.0,83583,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_183901905_a,42713792_183901905_a,prod-qna,prod-qna,2025-02-14 22:55:17.469812 UTC,tr-tr,"Merhaba, Ürün sneaker grubu ürünüdür bu sebeple su geçirebilir ancak mevsim şartlarında soğuğa dayanıklıdır. Keyifli alışverişler dileriz.",ar-ae,"Hello, the product is a sneaker group product, so it is waterproof, but it is resistant to cold in seasonal conditions. We wish you pleasant shopping.",مرحبًا، المنتج عبارة عن منتج من مجموعة الأحذية الرياضية، لذا فهو مقاوم للماء، ولكنه مقاوم للبرد في الظروف الموسمية. نتمنى لكم تسوقاً ممتعاً.,42713792,Alibaba,7791202.0,222,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_281821888_a,42713792_281821888_a,prod-qna,prod-qna,2025-01-08 05:09:38.461221 UTC,tr-tr,"Merhaba, ilgili ürün için şuan kargo bedava kampanyamız bulunmuyor. Kampanyalarımız sık sık güncellenmektedir. Ürünümüze gelen kampanyaları takip edebilmek için favorilerinize ekleyebilirsiniz. Keyifli alışverişler.",ar-ae,"Hello, we do not currently have a free shipping campaign for the relevant product. Our campaigns are updated frequently. You can add it to your favorites so you can follow the campaigns to our product. Have fun shopping.",مرحبًا، ليس لدينا حاليًا حملة شحن مجانية للمنتج ذي الصلة. يتم تحديث حملاتنا بشكل متكرر. يمكنك إضافتها إلى المفضلة لديك لتتبع الحملات على منتجنا. استمتع بالتسوق.,42713792,Alibaba,7791202.0,37770,https://www.trendyol.com/ar/pname-p-42713792,OK,,
prod-qna_prod-qna_42713792_273244786_q,42713792_273244786_q,prod-qna,prod-qna,2025-02-14 22:55:17.164350 UTC,tr-tr,su geçiriyormu?,ar-ae,Is it waterproof?,هل هو مقاوم للماء ؟,42713792,Alibaba,7791202.0,57817,https://www.trendyol.com/ar/pname-p-42713792,OK,,
